filename,label,good_hits,bad_hits,good_terms_found,bad_terms_found
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/80876647.pdf,HEALTHCARE,3,0,"delivered, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/56520872.pdf,HEALTHCARE,7,0,manager,
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/31926950.pdf,HEALTHCARE,7,1,"communication, lead, leadership, manager, senior",beginner
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/18484846.pdf,HEALTHCARE,2,0,manager,
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/17963031.pdf,HEALTHCARE,9,0,"implemented, java, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/69199666.pdf,HEALTHCARE,4,0,"expert, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/10251432.pdf,HEALTHCARE,4,0,"manager, r",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/11653906.pdf,HEALTHCARE,12,0,"achieved, communication, implemented, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/37374340.pdf,HEALTHCARE,6,0,"communication, implemented, leadership, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/18365443.pdf,HEALTHCARE,9,0,"expert, lead, leadership, manager, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/20211577.pdf,HEALTHCARE,2,1,communication,hardworking
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/15636923.pdf,HEALTHCARE,6,1,"communication, expert, lead, leadership, manager",hardworking
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/13575312.pdf,HEALTHCARE,21,0,"designed, implemented, java, javascript, jira, lead, manager, pmp, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/10062724.pdf,HEALTHCARE,11,0,"designed, expert, implemented, lead, manager, senior, teamwork",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/23110214.pdf,HEALTHCARE,21,2,"lead, leadership, manager, senior",ms word
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/36868767.pdf,HEALTHCARE,0,0,,
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/35422305.pdf,HEALTHCARE,11,0,"designed, implemented, leadership, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/93988900.pdf,HEALTHCARE,18,0,"designed, expert, implemented, lead, leadership, manager, problem solving, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/10480456.pdf,HEALTHCARE,50,0,"communication, expert, leadership, r, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/20110597.pdf,HEALTHCARE,5,0,"communication, delivered, manager, problem solving",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/29992154.pdf,HEALTHCARE,5,1,"communication, delivered, leadership",hardworking
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/11704150.pdf,HEALTHCARE,1,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/15680735.pdf,HEALTHCARE,13,0,"achieved, delivered, lead, leadership, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/75297735.pdf,HEALTHCARE,12,0,"achieved, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/14667957.pdf,HEALTHCARE,4,0,"implemented, leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/64471954.pdf,HEALTHCARE,6,0,"communication, expert, manager, problem solving, r, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/25451319.pdf,HEALTHCARE,19,0,"achieved, communication, implemented, leadership, manager, problem solving, teamwork",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/43994605.pdf,HEALTHCARE,9,0,"communication, leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/97169343.pdf,HEALTHCARE,10,0,"communication, designed, expert, manager, senior, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/27917969.pdf,HEALTHCARE,20,0,"achieved, delivered, implemented, leadership",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/54934269.pdf,HEALTHCARE,2,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/12613221.pdf,HEALTHCARE,6,0,"communication, problem solving",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/24025053.pdf,HEALTHCARE,3,0,"designed, implemented, leadership",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/20835760.pdf,HEALTHCARE,8,0,"achieved, communication, lead, leadership, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/19090468.pdf,HEALTHCARE,11,0,"implemented, java, linux",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/20748468.pdf,HEALTHCARE,19,0,"communication, designed, implemented, manager, problem solving, r, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/26125407.pdf,HEALTHCARE,5,0,"communication, lead, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/20172393.pdf,HEALTHCARE,2,0,"lead, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/85421438.pdf,HEALTHCARE,4,0,"communication, designed, leadership",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/33750209.pdf,HEALTHCARE,0,0,,
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/17960690.pdf,HEALTHCARE,4,0,"communication, implemented, lead",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/95011061.pdf,HEALTHCARE,5,0,"leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/24550866.pdf,HEALTHCARE,7,0,"achieved, communication, implemented, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/28745844.pdf,HEALTHCARE,1,0,optimized,
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/24548333.pdf,HEALTHCARE,11,0,"achieved, expert, lead, leadership, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/17624934.pdf,HEALTHCARE,15,0,"communication, implemented, lead, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/32563518.pdf,HEALTHCARE,15,0,"communication, leadership, manager, problem solving, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/10466208.pdf,HEALTHCARE,8,2,leadership,hardworking
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/12938200.pdf,HEALTHCARE,1,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/28670024.pdf,HEALTHCARE,14,0,"adaptability, communication, delivered, implemented, teamwork",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/37001381.pdf,HEALTHCARE,6,0,"communication, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/27090089.pdf,HEALTHCARE,8,0,"communication, implemented, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/23617240.pdf,HEALTHCARE,15,0,"communication, designed, gcp, implemented, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/41910253.pdf,HEALTHCARE,8,0,"communication, leadership, teamwork",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/11378657.pdf,HEALTHCARE,3,0,"communication, implemented, leadership",
/home/droski/Desktop/School/Fall25/Capstone/data/HEALTHCARE/18784594.pdf,HEALTHCARE,12,0,"implemented, leadership, manager, problem solving",
